0.8020905186,0.3532212445,1
0.4923237411,0.3536485519,1
0.6037550554,0.3769074588,1
0.1223344756,0.2922331235,2
0.0739484923,0.3642616686,2
0.026274098,0.0798774597,2
0.3693152658,0.4305680742,1
0.2503909465,0.4713908975,1
0.4916779389,0.3957831813,1
0.361642509,0.2810513734,1
0.4710409412,0.7971994725,1
0.3606441659,0.6129043188,1
0.5341709848,0.1128228251,1
0.0316126506,0.7583269713,2
0.6743146576,0.8775409762,2
0.9858562563,0.0100262816,2
0.8290199492,0.9075221624,2
0.2656084225,0.9951699584,2
0.7536201607,0.7865771504,1
0.7417688445,0.8927572605,2
0.4583140385,0.03888809,2
0.3218217953,0.7116174119,1
0.1897060318,0.7498595516,1
0.0818968632,0.5732932599,2
0.9356905668,0.6830922795,2
0.4187535559,0.7821135847,1
0.8836432559,0.7763577779,2
0.4436569419,0.8354843226,1
0.1031831395,0.6340583387,2
0.2785823883,0.0194290598,2
0.5096766323,0.9647869669,2
0.3438048492,0.3186385431,1
0.3717995353,0.8019412816,1
0.0706824527,0.993715733,2
0.6125651038,0.6792071959,1
0.0456115971,0.6683649408,2
0.6448732897,0.4660300995,1
0.470563431,0.8008678854,1
0.6448550728,0.2111053822,1
0.9863888746,0.5357030058,2
0.3173986334,0.1369877103,2
0.7639422983,0.1733804414,2
0.8340406875,0.4923194434,1
0.1017423496,0.3647292836,2
0.809574227,0.6555609272,1
0.3704002823,0.9453540317,2
0.5153810374,0.4667211586,1
0.3203360049,0.2805352919,1
0.7769606261,0.1579472559,2
0.1301494404,0.7101284451,2
0.8712364574,0.1109441482,2
0.9616036359,0.6147579869,2
0.847292673,0.6038366398,1
0.4017310142,0.8359021881,1
0.3777805948,0.9557361339,2
0.771800782,0.0107762309,2
0.7746543777,0.4666213216,1
0.1964288685,0.6858585821,1
0.1732038196,0.9549995867,2
0.463922256,0.4154432461,1
0.2561647987,0.1734004915,2
0.1378263336,0.4683258214,1
0.2618351691,0.7237294807,1
0.0315364989,0.4698081005,2
0.5583838373,0.260825306,1
0.064829175,0.9001002871,2
0.4103443694,0.4077685861,1
0.5559312179,0.6477133122,1
0.6615748516,0.6216468459,1
0.702997057,0.2138697283,1
0.7957720843,0.2942215211,1
0.8328519876,0.8292424108,2
0.3487401777,0.8414745081,1
0.0457056441,0.108084557,2
0.2475996324,0.5508139618,1
0.4390835498,0.9426102412,2
0.7253701893,0.921676866,2
0.6757039495,0.125716544,2
0.9831020151,0.8161906583,2
0.9200081224,0.4532067619,2
0.8429439389,0.0834065468,2
0.8303687789,0.4363080442,1
0.0314986755,0.5740654634,2
0.0752818852,0.8296579656,2
0.6394430145,0.1261660496,1
0.3708852096,0.7683191784,1
0.9862322741,0.3484578188,2
0.7579813995,0.1597729006,2
0.4117217462,0.8444672688,1
0.6126549056,0.1044610194,2
0.3669753651,0.0304414828,2
0.6791324141,0.2509248709,1
0.4693929002,0.7600940184,1
0.0420067783,0.1324283621,2
0.8983952867,0.32618211,2
0.8710177908,0.7649712766,2
0.8911520234,0.0039270759,2
0.7166427123,0.6982647093,1
0.775907038,0.9318359108,2
0.7084761869,0.3196637489,1
0.874572261,0.7056703364,2
0.1826079877,0.8741026259,2
0.2202266753,0.0409318635,2
0.2095984281,0.5052578467,1
0.9317743994,0.7036303774,2
0.6882480585,0.5118014724,1
0.6124450469,0.2404847708,1
0.6523719454,0.9389699974,2
0.9985265235,0.4212872123,2
0.719425383,0.0256452147,2
0.9920862319,0.1500397766,2
0.9290750719,0.785004333,2
0.9163220233,0.6533863885,2
0.4589921243,0.575802884,1
0.4216430936,0.8259319671,1
0.1340108184,0.993507305,2
0.5403864782,0.1250624124,1
0.3046976849,0.6246438157,1
0.9265299147,0.5121246649,2
0.7802503181,0.0821628523,2
0.5477475196,0.5330029777,1
0.3673351989,0.3147668803,1
0.3748548361,0.2017973597,1
0.7800511548,0.6706060624,1
0.058999146,0.2484731274,2
0.2710323887,0.3929723883,1
0.7614776876,0.8529674429,2
0.4029188238,0.5324942816,1
0.0502021177,0.8184820037,2
0.5719533099,0.7628499944,1
0.1540648918,0.0070951986,2
0.4450687013,0.1546471994,1
0.2064563978,0.4353616934,1
0.3506794284,0.104256975,2
0.2879660808,0.202224833,1
0.6275802461,0.1421754618,1
0.0670797309,0.486595534,2
0.3297297304,0.4659001866,1
0.1598492285,0.7649613103,2
0.1818300095,0.0106964495,2
0.6623185474,0.9227113583,2
0.4640230672,0.2221928223,1
0.0262617616,0.2458748024,2
0.1877120606,0.9765781653,2
0.0183287556,0.9118255322,2
0.587568997,0.6627095362,1
0.4636401354,0.8033163758,1
0.6712165113,0.8010136601,1
0.3834372714,0.0819639168,2
0.9103506467,0.4403090806,2
0.8715751969,0.4538762394,1
0.2590286099,0.9041639456,2
0.0256924516,0.4026180427,2
0.5797378258,0.9849960821,2
0.4350849307,0.8115222231,1
0.0843884338,0.0223863847,2
0.6628330157,0.0825278443,2
0.9831076136,0.5339726123,2
0.7885025499,0.5307823509,1
0.1765515061,0.8596608923,2
0.9446326295,0.8706759085,2
0.6338545702,0.6831023987,1
0.5285805815,0.0961067481,2
0.2358450621,0.2999897992,1
0.3576596363,0.7179924437,1
0.6482188333,0.3332303612,1
0.2402415269,0.5576506782,1
0.2537373697,0.641064858,1
0.9484103084,0.6547955663,2
0.5199264178,0.2025669088,1
0.1150228735,0.6791761891,2
0.2982445779,0.626462907,1
0.151995138,0.3082314579,1
0.8986463917,0.5741264028,2
0.8770124499,0.292499043,2
0.0286203286,0.2849095282,2
0.7572302039,0.8793529531,2
0.0420502522,0.7371759574,2
0.1300382059,0.85975907,2
0.2377270461,0.8263757896,2
0.8418971377,0.8528799294,2
0.4314730594,0.7388243362,1
0.3815384628,0.7688350807,1
0.9861167983,0.8142989939,2
0.6630493148,0.6021741399,1
0.0266405196,0.0005482364,2
0.7632426495,0.3330118398,1
0.2184842863,0.7833064247,1
0.1659580428,0.4188885799,1
0.8889742803,0.4954600431,1
0.3528732175,0.6878897404,1
0.588989129,0.9367010241,2
0.4459616854,0.3498017834,1
0.6832665355,0.224422501,1
0.7458110305,0.9323419016,2
0.64379626,0.1699347575,1
0.7265354529,0.7480294588,1
0.3266683381,0.5871365698,1
0.5860412937,0.9903684362,2
0.9369531959,0.2692139833,2
0.3449316897,0.2662981897,1
0.7663767403,0.5099645558,1
0.8431174051,0.6952252481,1
0.1413198994,0.5122211612,1
0.382287727,0.2498487297,1
0.1594561362,0.5485800291,1
0.7305865616,0.4473928852,1
0.202354836,0.7402586954,1
0.6875266994,0.7596329544,1
0.2176437711,0.3926508838,1
